Instrument,Price Close,"Free Operating Cash Flow, Discrete",Total Debt,"PERCENT_CHG(TR.PriceClose(SDate=2023-08-31),lag=-10D)",Total Common Shares Outstanding,Cash and Equivalents,Net Income Reported - Actual,EBITDA - Mean,Interest Expense - Actual,Short Interest,"PERCENT_CHG(TR.Volume(SDate=2023-08-31),lag=-10D)",Current Assets,Noncurrent Asset,Current Liabilities,"ZAV(TR.PtoDPSMeanEst(SDate=2023-08-31,Period=FQ1))","ZAV(TR.PtoEPSMeanEst(SDate=2023-08-31,Period=FQ1))",Book Value Percentage of Market Capitalization (O/S),1 Month Total Return,Company Market Cap
COLL.OQ,23.42,-449461000.0,700951000,0.085470085470099,33848940,173688000,-25002000,89230400,63213000,7643244.0,-11.4134770679691,419989000.0,754142000.0,433726000.0,0.0,31.8964930200885,25.0160292246754,2.89982425307553,813471591.52
NEXT.OQ,6.07,-81039000.0,0,1.67504187604691,143500000,62789000,-84353000,-16000000,0,6303612.0,81.1436044180367,,,,0.0,0.0,7.62248974625121,8.9766606822262,1465469234.7
UNIT.OQ,5.37,-110402000.0,5204335000,3.66795366795368,235829000,43803000,-9430000,229379140,376832000,18936312.0,71.1121685249908,86434000.0,4764795000.0,1433554000.0,35.8,48.5709117221418,,-3.76344086021503,1281757803.48
WING.OQ,160.64,-88981000.0,714146000,-2.39397253615265,29932670,184496000,52947000,31891240,21230000,1504440.0,11.5933644004502,226672000.0,197518000.0,62412000.0,723.603603603604,317.658690923472,,-4.58255234285182,4815603912.96
GPP.OQ,12.92,2884000.0,58559000,-1.44927536231884,23246820,20166000,40650000,12960000,5924000,201656.0,389.355322338831,34573000.0,86849000.0,25669000.0,28.3956043956044,0.0,0.248938845793074,-9.93044565446682,300581642.36
APPF.OQ,192.77,4137000.0,0,15.4380501826457,35315000,70769000,-68119000,22509600,-1184000,435446.0,161.30766783328,201468000.0,179749000.0,61343000.0,0.0,466.382793409624,7.16669270068156,6.74455949941855,6871191228.85
ALRM.OQ,58.57,28261000.0,490370000,2.91688631172027,49452710,622165000,56338000,31240600,3144000,1383566.0,34.6278592468922,891088000.0,438287000.0,164936000.0,0.0,147.479478269628,24.2493526816468,6.08585401195432,2923002736.94
MCRB.OQ,3.45,-238636000.0,51047000,-1.42857142857142,125222270,163030000,-250157000,-58000000,6020000,23351239.0,-47.8345034844426,194764000.0,154020000.0,85596000.0,0.0,0.0,1.54547620799818,-28.2744282744283,442305918.3
NTRA.OQ,58.73,-479198000.0,362003000,13.0075043294208,111255000,466005000,-547799000,-101458000,9319000,6811862.0,78.0154634508483,1211817000.0,182657000.0,310499000.0,0.0,0.0,16.1583896182878,29.8761609907121,6730557136.24
ALPN.OQ,12.35,-44166000.0,3380000,-4.41176470588236,45984430,13376000,-57762000,-17400000,476000,1961968.0,399.303117539671,240993000.0,45693000.0,57996000.0,0.0,0.0,53.1660368184041,-1.51515151515154,607639105.45
RPD.OQ,50.39,40677000.0,815948000,9.63881636205396,59235920,207287000,-124717000,37904890,6897000,3724271.0,56.5531862309718,510307000.0,848684000.0,531267000.0,0.0,119.648581265582,,9.75822260945327,3072100020.18
SPNE.OQ,9.54,-60914000.0,0,0,36584000,,-54346000,,,,NaN,195964000.0,181303000.0,52981000.0,0.0,0.0,,NaN,360184264.56
OLLI.OQ,77.08,62679000.0,1288000,5.56012051492742,62008000,210596000,102790000,43581670,2965000,4642978.0,214.447824985863,754296000.0,1289800000.0,259285000.0,0.0,182.192072233909,40.5493590409505,5.76289791437983,4763427069.64
LOB.OQ,32.34,75468000.0,83203000,-4.5172719220549,44061240,,176208000,,116972000,1449594.0,29.2525728542223,,,,1078.0,69.6382428940569,61.0566413341852,-14.6025878003697,1434704756.1
MCFT.OQ,21.76,103873000.0,53676000,-17.1678720974496,17312850,19817000,68937000,11284000,2679000,1509768.0,344.710546242817,195499000.0,158477000.0,102540000.0,0.0,38.659702235014,36.1769589798365,-29.0048939641109,374331100.16
RUN.OQ,15.63,-2859859000.0,8427895000,6.5439672801636,214184000,,173377000,2018570,444692000,37477314.0,-18.9282673755042,2097643000.0,17171162000.0,1155451000.0,0.0,0.0,134.97854367321,-17.6501580611169,3394575869.91
CIBR.OQ,47.16,,,7.40150307447051,,,,,,219620.0,75.5051432770022,,,,0.0,0.0,,0.233793836344298,5206464094.32
KHC.OQ,33.09,-407000000.0,20070000000,-1.19438638399522,1225000000,1040000000,2363000000,1497053330,916000000,14625960.0,220.332775420293,7897000000.0,82616000000.0,9028000000.0,82.4303116359017,50.1128257939453,97.6158397451807,-7.43504698728578,40644265071.18
PYPL.OQ,62.51,5107000000.0,10835000000,6.67235494880545,1136000000,7776000000,2419000000,1857674870,304000000,17439911.0,-27.2736951372069,57424000000.0,21200000000.0,45008000000.0,0.0,50.8380842394619,24.970202067563,-17.5547348984437,68638322312.21
CDL.OQ,56.7481,,,0.690931479966717,,,,,,3832.0,103.49593495935,,,,0.0,0.0,,-3.3415236548918,380212270.0
CSB.OQ,51.94,,,0.756547041707082,,,,,,18818.0,-51.354044017752,,,,0.0,0.0,,-3.82523597856775,389550000.0
GBT.OQ,68.49,-260046000.0,580441000,0,64636640,684717000,-303091000,,15467000,,NaN,801970000.0,137238000.0,87998000.0,0.0,0.0,10.412376081539,NaN,4621443499.71
RILY.OQ,51.205,-124727000.0,4786699000,2.92462311557789,28523760,268618000,,,,2697595.0,50.6188066176158,,,,0.0,0.0,45.6789695791824,-5.95316441104313,1565427943.695
LITE.OQ,54.13,51300000.0,2811600000,17.1645021645022,66400000,604700000,-131600000,40812500,11200000,8986555.0,-61.7130434098897,2777900000.0,1854200000.0,633800000.0,0.0,200.682163645127,34.7877314617031,3.38044308632541,3610471000.0
CYRX.OQ,14.1,-26048000.0,407339000,2.76967930029154,48334280,1843000,-45333000,-3316500,6142000,3648518.0,32.7624474632833,604176000.0,434570000.0,40851000.0,0.0,0.0,63.231755135474,-12.2588674548849,689194153.8
IBRX.OQ,1.61,-436900000.0,674653000,-12.5,421405320,104641000,-416567000,,63515000,22762131.0,7.87860718594428,140577000.0,221779000.0,500861000.0,0.0,0.0,,-26.8181818181818,734558259.26
ACRS.OQ,7.48,-68172000.0,0,4.46927374301676,66688650,45277000,-86908000,,,5163871.0,80.6047697168788,231550000.0,23046000.0,21938000.0,0.0,0.0,18.8163836961028,-24.2147922998986,529543922.16
RGNX.OQ,17.7,-238212000.0,0,0.056529112492923,43299000,96952000,-280321000,-70500000,23254000,4357419.0,75.7514242682208,415976000.0,417292000.0,130434000.0,0.0,0.0,52.571059782259,-6.84210526315789,778093911.6
SGRY.OQ,36.26,78200000.0,2621800000,12.8540305010893,125960830,282900000,-54600000,104638140,192200000,5953173.0,71.4999240352476,921000000.0,5761100000.0,493400000.0,0.0,207.591458178279,58.4997868256438,-6.13512813875225,4586850839.2
ABTX.OQ,41.63,94752000.0,198803000,0,20337220,,81553000,,24620000,,NaN,,,,0.0,0.0,95.1123532933468,NaN,830941252.65
NVCR.OQ,22.06,9430000.0,565509000,-29.968253968254,105049410,105629000,-92534000,-24535500,599000,9381923.0,501.930116031034,1111529000.0,80119000.0,158777000.0,0.0,0.0,5.73090318664896,-32.4142156862745,2351946180.44
CSWI.OQ,179.63,96947000.0,253000000,-2.48629281797949,15476000,18455000,96574000,53100000,,83019.0,69.3578959838882,323056000.0,720397000.0,108039000.0,0.0,90.9518987341772,24.4507809437278,-0.509554140127322,2792177701.5
ANAB.OQ,19.68,-73951000.0,0,2.23376623376623,28513000,71308000,-128724000,-53920000,21108000,4721590.0,12.9880591840272,447205000.0,163178000.0,26054000.0,0.0,0.0,29.7473734976031,-0.152207001522087,522416975.04
COOP.OQ,56.66,3750000000.0,7423000000,0.621559225714783,69200000,527000000,923000000,,424000000,1350319.0,122.867533313431,,,,0.0,31.6403741449113,143.267662820314,-2.25978954631706,3787638616.36
BSJN.OQ,23.53,,,-0.08492569002123,,,,,,1114887.0,-34.7909108268092,,,,0.0,0.0,,0.486860353869445,534131000.0
BSCP.OQ,20.17,,,0.074423220044657,,,,,,981309.0,-16.1373007912627,,,,0.0,0.0,,0.198431595537785,2834893500.0
EQBK.OQ,25.02,65030000.0,142870000,-2.34192037470727,15930110,,57688000,,25418000,137140.0,78.0222408226713,,,,231.666666666667,34.0871934604905,78.7517685732614,-7.87923416789398,385611717.78
VYGR.OQ,10.02,-15000000.0,0,10.2310231023102,38613890,98959000,-46408000,-29000000,,2031134.0,12.7111543861238,124499000.0,34857000.0,72591000.0,0.0,0.0,25.0610591985929,7.51072961373385,439883200.38
WVE.OQ,4.35,-129142000.0,0,-0.457665903890171,86924640,88497000,-161823000,,0,3637311.0,-3.40763515244684,98537000.0,47849000.0,71521000.0,0.0,0.0,6.11751941693546,-0.457665903890159,430577185.35
WSC.OQ,41.02,257856000.0,3076366000,0.244379276637345,207951680,7390000,339540000,258379440,146278000,9189587.0,57.5625224607142,521041000.0,5306610000.0,561942000.0,0.0,92.0969914683431,16.5893831483794,-14.4525547445255,8093438958.08
TWNK.OQ,28.48,118305000.0,1003006000,25.9619637328616,133117220,98584000,164195000,77853860,40950000,3644836.0,208.580194961925,367062000.0,3125137000.0,224311000.0,0.0,107.837940174176,59.814705335041,18.4692179700499,3783842347.84
AXSM.OQ,80.8,-117212910.0,94258890,16.6787003610108,43498620,200841960,-187133000,,7334000,8536220.0,42.3633674409582,245641410.0,85834690.0,96560800.0,0.0,0.0,3.27086793353622,2.96928762584423,3813030376.0
LIVN.OQ,55.55,43404000.0,541501000,2.09520308766771,53564660,214172000,-86200000,49448800,48300000,1981569.0,2.63181806381266,886136000.0,1408637000.0,297398000.0,0.0,87.3427672955975,40.624480661293,-4.96150556030801,2993199316.8
MRUS.OQ,22.37,-157538000.0,0,11.1276701440636,46310590,147749000,-131194000,,,4057453.0,308.098897317844,306443000.0,70099000.0,78926000.0,0.0,0.0,34.4901717940399,-14.7484756097561,1290627486.16
MTCH.OQ,46.87,476563000.0,3835726000,5.18402154398563,279625360,572395000,365875000,322898130,145547000,8624209.0,26.2135477865438,882385000.0,3300379000.0,556354000.0,0.0,86.1834363047955,,0.774027090948182,13033926206.85
AVXL.OQ,7.9,-24237860.0,0,-2.70935960591132,77942820,149157860,-47978000,,0,16721112.0,-13.2185039668235,152704600.0,0.0,10213560.0,0.0,0.0,17.7146174559232,-4.24242424242427,647413808.5
KURA.OQ,9.93,-110688000.0,9158000,-9.14913083257091,68314000,51802000,-135840000,-40960000,229000,6225351.0,19.630271465673,446426000.0,9880000.0,24057000.0,0.0,0.0,49.6104996263424,-4.88505747126439,737166985.29
TEAM.OQ,204.06,842299000.0,999593000,10.1003561022985,257566780,2102550000,-486761000,210515400,30147000,3585136.0,0.408027011855959,2736364000.0,1370415000.0,2027590000.0,0.0,381.164076509265,1.51796085893612,12.1578542376607,52521098703.96
RMR.OQ,25.28,74419000.0,0,11.858407079646,16606120,189088000,34004000,24175500,,115776.0,147.932243353085,303281000.0,239124000.0,109175000.0,63.2,55.5604395604396,27.5955009533631,7.20949957591182,799155885.12
SMBK.OQ,22.77,39582000.0,83875000,-2.44215938303342,16900810,,43022000,,21333000,179475.0,101.263316677666,,,,290.693220988127,48.2558385961938,93.1148938435638,-9.05887036343199,387183174.84
SCWX.OQ,6.9,-68251000.0,0,8.66141732283466,84749000,143517000,-114499000,-16100000,,96940.0,1237.10996162189,234290000.0,606580000.0,245583000.0,0.0,0.0,77.4087078276872,-10.15625,593619240.6
GSM.OQ,5.33,351718000.0,443792000,-4.82142857142856,188883000,317935000,459462000,82550000,55776000,2582025.0,-57.6045540623788,1286821000.0,671019000.0,678497000.0,0.0,29.6111111111111,90.1415588219195,-1.66051660516606,999020784.19
NTNX.OQ,31.1,,1218165000,2.87793582533907,235744000,512929000,-254560000,74100000,,5680736.0,158.904505432064,,,,0.0,212.562367575695,,2.98013245033113,7332116282.6
LVHD.OQ,35.91,,,0.307262569832401,,,,,,103318.0,-52.2640911969601,,,,0.0,0.0,,-5.07122058730168,1028821500.0
GWRS.OQ,11.15,-17537000.0,108778000,2.85977859778598,23871050,6561000,5506000,6700000,4036000,50141.0,-30.5522246765541,14158000.0,308928000.0,16249000.0,0.0,139.375,14.0068785178682,-12.0067265263504,269501264.55
TCMD.OQ,18.95,3289000.0,48863000,4.98614958448753,20252680,21929000,-17866000,6723500,,388160.0,226.739767037982,119763000.0,135233000.0,64330000.0,0.0,516.771202617944,52.468711109194,-17.28502837189,444585210.95
EDIT.OQ,8.91,-181467000.0,0,5.07075471698113,68847380,141522000,-220432000,-53570000,,14411832.0,-14.0468376936754,356754000.0,157567000.0,60110000.0,0.0,0.0,59.1349015239411,1.48063781321182,727346635.29
AVGO.OQ,922.89,9280000000.0,39515000000,11.5814290895901,418000000,12417000000,11223000000,5937901430,1625000000,4776592.0,126.164222770197,18504000000.0,54745000000.0,7052000000.0,203.39173553719,84.5092476773212,11.3129666446992,2.69737940243699,380863233420.45
TRHC.OQ,10.27,-21379000.0,320634000,0.097465886939569,27129100,,-147510000,5319500,9034000,969008.0,214.837583485124,170260000.0,213889000.0,102082000.0,0.0,0.0,,27.8953922789539,277850084.72
JSMD.OQ,62.0442,,,4.32856902639986,,,,,,36886.0,42.4584509250549,,,,0.0,0.0,,-4.75253300583359,263811938.4
VIGI.OQ,74.49,,,1.80401804018039,,,,,,538089.0,-21.0599855456516,,,,0.0,0.0,,-2.65290120230008,5217429473.88
VYMI.OQ,63.25,,,1.99967747137559,,,,,,154110.0,31.7468869731801,,,,0.0,0.0,,-4.10855063674955,6415254587.5
SNDX.OQ,18.51,-133675000.0,18000,3.11977715877439,68111390,74356000,-149338000,,3137000,7162012.0,-28.3265709733874,489786000.0,7450000.0,29065000.0,0.0,0.0,26.9707784859346,-13.1801125703565,1286149821.03
NNDM.OQ,3.18,-101442000.0,18319000,11.5789473684211,258553460,685362000,,,,13204674.0,27.1538862075181,1064318000.0,139140000.0,37033000.0,0.0,0.0,193.554622673796,2.58064516129033,805193467.74
HONE.OQ,9.97,54446000.0,34285000,-0.299999999999994,48961450,,45589000,,22944000,408792.0,33.1512956255224,,,,130.037824442416,61.0420620828997,90.2380985430192,-4.95710200190655,464058415.66
RETA.OQ,169.0,-207537000.0,0,0,36675400,42312000,-311901000,,19343000,4198457.0,25.2661866687882,397770000.0,116721000.0,58960000.0,0.0,0.0,4.71915495534719,2.06546684382169,6438437447.0
FEX.OQ,84.7697,,,2.49770265041595,,,,,,41344.0,8.65497076023392,,,,0.0,0.0,,-3.12466072940748,1152868089.5394
FNX.OQ,97.5,,,2.84810126582279,,,,,,14292.0,-78.6704820603126,,,,0.0,0.0,,-3.43197798051004,1062750195.0
FNY.OQ,64.22,,,3.89904546189936,,,,,,37257.0,-45.7643622200584,,,,0.0,0.0,,-3.74700239808152,269724128.44
FTA.OQ,67.43,,,0.726280850504469,,,,,,3554.0,24.9037932930181,,,,0.0,0.0,,-4.09478160690665,1200254134.86
FTC.OQ,101.99,,,4.2522743534703,,,,,,6065.0,-31.6191799861015,,,,0.0,0.0,,-2.04571648098347,1045397703.98
FYC.OQ,60.57,,,3.76905944834676,,,,,,1706.0,-4,,,,0.0,0.0,,-5.18159048215403,257422621.14
FYX.OQ,85.56,,,2.56533205466315,,,,,,8330.0,-87.0246085011186,,,,0.0,0.0,,-3.56176735798021,838488171.12
NTLA.OQ,37.48,-346845000.0,0,0.67150147730325,87103010,523506000,-474186000,-123355000,,7286298.0,23.309537731865,1216797000.0,303317000.0,126554000.0,0.0,0.0,42.5962008839966,-11.4575950862272,3316640806.0
CATH.OQ,54.91,,,3.40866290018831,,,,,,20019.0,48.4453893170343,,,,0.0,0.0,,-2.3648648648649,696258800.0
FWONA.OQ,60.65,243000000.0,2947000000,3.41005967604433,233865460,1733000000,558000000,214000000,149000000,360721.0,40.3229575621612,2023000000.0,8993000000.0,833000000.0,0.0,208.183159990389,24.4181295566283,-3.43851785613553,26936440446.61
RRR.OQ,43.93,-135798000.0,2984776000,4.52058053771116,103998740,117289000,205457000,173544900,129889000,2319126.0,27.1979172900832,220995000.0,3124755000.0,293249000.0,174.325396825397,85.8175424887673,1.05237635027421,-9.42268041237113,4585266102.71
SDG.OQ,78.5,,,1.48674854557208,,,,,,4738.0,-95.0291467938527,,,,0.0,0.0,,-5.04415144550624,372875000.0
PLSE.OQ,4.71,-47414000.0,65917000,-40.6801007556675,37235000,61139000,-58505000,,448000,1707324.0,228.028977392035,62147000.0,15730000.0,5981000.0,0.0,0.0,,-40.379746835443,258592856.82
MSBI.OQ,22.2,204193000.0,192058000,-0.269541778975751,22214910,,95856000,,,251331.0,-11.3241175447748,,,,74.496644295302,28.80872047755,109.905908621977,-4.01755609909609,483878614.8
FALN.OQ,25.44,,,1.67865707434053,,,,,,2156616.0,-19.4163093684625,,,,0.0,0.0,,0.414418819915996,1319064000.0
ESGD.OQ,71.83,,,2.43867655447803,,,,,,989246.0,72.3284648523694,,,,0.0,0.0,,-3.91920813269128,7269196000.0
ESGE.OQ,31.24,,,1.00226317491109,,,,,,2035711.0,-22.6738607342673,,,,0.0,0.0,,-7.07911957168356,4307996000.0
KRMA.OQ,31.41,,,2.78141361256545,,,,,,13329.0,533.764553686934,,,,0.0,0.0,,-2.27131300560051,668090700.0
PI.OQ,66.57,-11438000.0,280244000,16.0362558828656,26098000,19597000,-24301000,-2665000,3321000,2852534.0,248.442551043707,275170000.0,74567000.0,42369000.0,0.0,0.0,0.551035656193837,-0.075052536775766,1788041108.91
BOTZ.OQ,26.73,,,5.31914893617022,,,,,,1109467.0,-35.182435365846,,,,0.0,0.0,,-8.27041866849692,2287820700.0
FINX.OQ,21.71,,,3.57824427480916,,,,,,62848.0,-46.0469815610003,,,,0.0,0.0,,-12.1763754045308,367767400.0
SNSR.OQ,32.42,,,2.91900128569389,,,,,,389361.0,-1.21802679658953,,,,0.0,0.0,,-7.1592210767468,296967200.0
BSJO.OQ,22.55,,,0.177698800533093,,,,,,539606.0,-5.07959479015919,,,,0.0,0.0,,0.709404330724928,653950000.0
BSCQ.OQ,18.93,,,0.29139072847682,,,,,,1018303.0,35.6055802155992,,,,0.0,0.0,,-0.000179190015759,1979131500.0
FTXG.OQ,25.44,,,-0.103273738234448,,,,,,28004.0,-46.0696238068501,,,,0.0,0.0,,-4.61192350956132,1021416050.88
FTXL.OQ,72.53,,,7.99583085169745,,,,,,11670.0,18.3772328186497,,,,0.0,0.0,,-3.75530785562636,1254769145.06
PSC.OQ,42.9749,,,3.05731414868104,,,,,,508.0,-77.5962660443407,,,,0.0,0.0,,-3.21578819353742,315865557.9749
VRIG.OQ,24.98,,,-0.239616613418525,,,,,,41123.0,-83.3834148091671,,,,0.0,0.0,,0.641805488232827,660721024.98
IRTC.OQ,103.37,-52842000.0,34935000,-2.55467571644042,30193100,78832000,-116155000,1366500,4138000,2341332.0,63.4950814251467,288772000.0,159450000.0,89096000.0,0.0,0.0,8.5025064797112,-1.60860460689129,3160798139.03
COUP.OQ,80.97,154237000.0,1615896000,0,75060140,506459000,-379039000,,122741000,,NaN,1015048000.0,2178131000.0,566952000.0,0.0,0.0,8.91141118226147,NaN,6116579951.67
ESGU.OQ,99.21,,,3.35451609542661,,,,,,627874.0,16.8260741612713,,,,0.0,0.0,,-1.63593099345627,12817932000.0
FIXD.OQ,43.53,,,1.13847583643123,,,,,,477054.0,6.15152494880914,,,,0.0,0.0,,-0.776721249647228,4531473087.06
SUSB.OQ,23.97,,,0.714285714285706,,,,,,11000.0,512.732589048378,,,,0.0,0.0,,0.119141677135648,856927500.0
SUSC.OQ,22.45,,,1.952770208901,,,,,,31394.0,-47.33816107088,,,,0.0,0.0,,-0.726280297730131,1094437500.0
EMXC.OQ,51.27,,,1.24407582938389,,,,,,1037175.0,8.37660638283219,,,,0.0,0.0,,-5.16093229744726,5106492000.0
BSCR.OQ,18.98,,,0.556291390728479,,,,,,282643.0,-9.60257293820354,,,,0.0,0.0,,-0.247079967742225,1059084000.0
BSJP.OQ,22.67,,,0.354138999557334,,,,,,518565.0,-40.8488284832819,,,,0.0,0.0,,0.706134177091022,1138034000.0
USMC.OQ,45.0,,,3.6150126640571,,,,,,57851.0,-61.9565217391304,,,,0.0,0.0,,-0.310146211785522,1521000045.0
FMHI.OQ,46.45,,,-0.343273975541722,,,,,,69569.0,59.2743579290664,,,,0.0,0.0,,-0.837787243247246,413405092.9
SDVY.OQ,29.67,,,2.06363239204544,,,,,,179487.0,96.4294201520913,,,,0.0,0.0,,-1.88492063492067,1373721059.34
VTC.OQ,74.75,,,2.00600436681223,,,,,,1314.0,338.879003558719,,,,0.0,0.0,,-0.824206612148792,1164605000.0
CLRG.OQ,33.2248,,,1.34734055046656,,,,,,636.0,NaN,,,,0.0,0.0,,-2.262177220552,256661580.0
HNDL.OQ,20.1,,,2.55102040816327,,,,,,6867.0,-64.2967300101942,,,,0.0,0.0,,-2.13764662783166,987915000.0
ROBT.OQ,43.1056,,,4.90532976393283,,,,,,141708.0,-18.8378812199037,,,,0.0,0.0,,-7.55822431910781,428900806.2112
DRIV.OQ,24.91,,,4.44444444444444,,,,,,138020.0,933.250376579999,,,,0.0,0.0,,-10.2665706051873,801105649.82
AIQ.OQ,28.57,,,6.01113172541744,,,,,,526548.0,42.6086105675147,,,,0.0,0.0,,-3.57745528180896,525973757.14
BNDW.OQ,67.9,,,1.47959946196385,,,,,,39271.0,389.295618413755,,,,0.0,0.0,,-0.16485495939691,678321000.0
ESPO.OQ,54.19,,,2.98365640440897,,,,,,49057.0,-33.6924219910847,,,,0.0,0.0,,-7.63592977671718,268240500.0
CLOU.OQ,20.51,,,7.04592901878915,,,,,,786608.0,31.6937602314691,,,,0.0,0.0,,-3.48235294117644,583919700.0
CMBM.OQ,9.21,-12299000.0,27621000,1.43171806167402,27313270,,20200000,7769400,1977000,310581.0,130.007441398983,212989000.0,56473000.0,87220000.0,0.0,54.6360562377647,24.8137560286648,-43.1481481481482,254246701.05
KRUS.OQ,87.37,-3968000.0,537000,4.18554734080611,9788000,35782000,-764000,6012000,87000,1222972.0,-40.7154373236598,42396000.0,158960000.0,25269000.0,0.0,367.873684210526,12.8115743637007,-12.1997789166918,970410027.74
BSCT.OQ,17.895,,,1.07314317989269,,,,,,1154221.0,425.078369905956,,,,0.0,0.0,,-0.333455909895275,391900517.895
FRHC.OQ,98.32,-990225000.0,1577441000,40.7587687902649,59659190,581417000,117227000,,208947000,539344.0,33.1550404873338,2302632000.0,2781926000.0,3585891000.0,0.0,0.0,18.1663680707197,23.2698094282849,5865691659.12
BUG.OQ,25.09,,,9.70703979011805,,,,,,703532.0,224.456140350877,,,,0.0,0.0,,-1.23991340287346,658110700.0
DMXF.OQ,59.8,,,2.69620470547828,,,,,,57377.0,414.570552147239,,,,0.0,0.0,,-4.13594100673288,466440000.0
USXF.OQ,36.78,,,4.07470288624787,,,,,,75944.0,29.4654498044329,,,,0.0,0.0,,-0.835804799137219,722727000.0
BSCU.OQ,16.025,,,1.23183828174352,,,,,,264436.0,-45.8387685885729,,,,0.0,0.0,,-0.655001282057854,257201266.025
QQQJ.OQ,26.18,,,3.601108033241,,,,,,124971.0,-70.8744402168423,,,,0.0,0.0,,-2.78499814333453,703718426.18
QQQM.OQ,155.43,,,5.36912751677853,,,,,,122385.0,-46.623103909069,,,,0.0,0.0,,-1.58297980117775,14465870255.43
JEPQ.OQ,49.0,,,4.277505852309,,,,,,189085.0,27.4583167691696,,,,0.0,0.0,,-0.130322544874517,5143775000.0
UTWO.OQ,48.19,,,0.27049521431543,,,,,,257151.0,22.4601593625498,,,,0.0,0.0,,0.416068562060001,305524600.0
TSLL.OQ,16.52,,,26.7843438219493,,,,,,3577340.0,-14.9558049134982,,,,0.0,0.0,,-6.5082059988682,1084538016.52
TBIL.OQ,50.1,,,0.200000000000003,,,,,,538926.0,454.013290524901,,,,0.0,0.0,,0.514715075416605,1710915000.0
BTMD.OQ,4.94,-10995000.0,118336000,-0.403225806451604,9655390,,-969000,14114000,5091000,817712.0,-17.1561634639591,101178000.0,10467000.0,18766000.0,0.0,65.8666666666667,,-27.5659824046921,366200727.88
SKGR.OQ,10.7,-1213900.0,5240000,0.469483568075107,26200000,,,,,6243.0,-100,931280.0,217850560.0,5542810.0,0.0,0.0,77.1993551193029,0.46948356807508,280340000.0
FIP.OQ,3.48,-264671000.0,1230157000,-0.854700854700849,99445070,36486000,-177241000,43800000,53239000,4869058.0,8.63014293782856,277804000.0,2200595000.0,159581000.0,116.0,0.0,188.143287178883,-1.16612000771756,346157524.44
GCT.OQ,12.51,48947000.0,3990000,5.21446593776282,40684550,,23031000,20900000,,257487.0,-42.7618240687506,258122000.0,160478000.0,102638000.0,0.0,32.9210526315789,84.3063322032674,43.1350114416475,512440274.52
RENE.OQ,10.75,-842880.0,3342930,0.279850746268651,28750000,543670,,,,3322.0,-100,850400.0,239745910.0,218910.0,0.0,0.0,75.234873552492,0.467289719626196,308775000.0
INTR.OQ,4.08,1824301000.0,6385318000,2.77078085642317,284765940,,-11090000,,,428907.0,112.775711443647,,,,0.0,73.8747054545454,139.133758018551,3.29113924050632,1639642435.68
CZFS.OQ,54.74,24018000.0,35168000,3.67424242424243,4010920,,29060000,,11223000,52119.0,74.6342737722048,,,,114.041666666667,34.8662420382166,65.6927960054514,-22.32706633558,257516830.62
SOUN.OQ,2.52,-95348000.0,35255000,15.0684931506849,200033070,9245000,-115373000,-6101000,6814000,21854296.0,-32.6583184182824,17703000.0,20548000.0,37496000.0,0.0,0.0,,8.15450643776825,606576441.24
SPCM.OQ,10.62,1749420.0,0,0,6468750,,,,,,NaN,1055800.0,270415820.0,10000.0,0.0,0.0,,NaN,343490625.0
FGMC.OQ,11.96,332180.0,0,17.1400587659158,10157750,,,,,1868.46155498216,47064.6281571562,745560.0,83694570.0,684930.0,0.0,0.0,80.9170584278348,12.6177024482109,372644453.48
APLD.OQ,6.04,-69986000.0,90485000,-1.628664495114,90923900,28999000,-44646000,10188800,1980000,11207383.0,46.7626029998274,45759000.0,218198000.0,115460000.0,0.0,0.0,7.41277663557909,-36.9519832985386,627858030.2
BLTE.OQ,34.35,-11852000.0,0,30.5587229190422,24898910,,-12648000,,,34947.0,-14.3409943714822,42807000.0,1466000.0,2104000.0,0.0,0.0,5.53621252355466,47.9328165374677,935324909.25
HLVX.OQ,13.34,-66003000.0,14792000,15.0992234685073,37656040,,-159809000,-35000000,3414000,590208.0,110.081515224167,290613000.0,26598000.0,13046000.0,0.0,0.0,47.9019879848974,-12.3521681997372,523153859.54
JGGC.OQ,10.66,-1865310.0,0,0,30666670,,,,,107.0,-96.8476357267951,1256550.0,238103690.0,1330120.0,0.0,0.0,72.9206728651735,0.093896713615038,327520003.56
EMBC.OQ,18.33,379600000.0,1643800000,-1.18598382749327,57055330,330900000,223600000,72755000,46200000,3662902.0,13.1707542532049,664700000.0,421700000.0,301000000.0,0.0,45.0734010376964,,-13.3443854433034,1050374181.48
ANTX.OQ,15.04,-33462000.0,0,44.6153846153846,19402660,27219000,-42776000,,,133791.0,-74.1529396009107,98621000.0,3939000.0,7186000.0,0.0,0.0,51.5782687567447,85.2216748768473,446781699.2
GHIX.OQ,10.35,-2513500.0,600000,0.387972841901059,65625000,,,,,7460.0,-88.626817447496,1322530.0,531940500.0,949110.0,0.0,0.0,78.509599421045,0.680933852140053,678890625.0
SCRM.OQ,10.42,-1872090.0,0,0.579150579150584,93750000,,,,,9293.0,-99.9882960758414,760412420.0,0.0,338000.0,0.0,0.0,78.3945362843729,0.482160077145655,975937500.0
ZIMV.OQ,11.8,-542485000.0,532233000,-0.92359361880772,26236050,89601000,-63881000,24000000,18279000,490682.0,-20.2425857355435,537863000.0,1104193000.0,217309000.0,0.0,0.0,311.331409802484,-13.9941690962099,313049775.6
